"Date","Price","Open","High","Low","Vol.","Change.."
2014-08-31,1268.85,"1,287.05","1,290.36","1,257.16","","-1.45%"
2014-09-07,1228.63,"1,268.99","1,272.09","1,227.75","","-3.17%"
2014-09-14,1216.45,"1,228.40","1,242.16","1,213.87","","-0.99%"
2014-09-21,1219.51,"1,216.68","1,235.30","1,207.35","","0.25%"
2014-09-28,1191.2,"1,219.44","1,224.00","1,190.14","","-2.32%"
2014-10-05,1223.48,"1,191.79","1,233.70","1,183.96","","2.71%"
2014-10-12,1238.19,"1,223.69","1,249.80","1,222.17","","1.20%"
2014-10-19,1231.46,"1,238.54","1,255.70","1,226.67","","-0.54%"
2014-10-26,1174.42,"1,231.74","1,235.61","1,161.75","","-4.63%"
2014-11-02,1176.65,"1,173.69","1,178.99","1,132.25","","0.19%"
2014-11-09,1188.25,"1,179.34","1,193.74","1,146.32","","0.99%"
2014-11-16,1201.4,"1,188.75","1,208.01","1,175.81","","1.11%"
2014-11-23,1167.35,"1,201.54","1,204.25","1,165.35","","-2.83%"
2014-11-30,1192.05,"1,166.99","1,221.39","1,143.32","","2.12%"
2014-12-07,1222.6,"1,193.08","1,238.59","1,187.30","","2.56%"
2014-12-14,1195.95,"1,222.47","1,224.46","1,184.33","","-2.18%"
2014-12-21,1195.4,"1,195.69","1,202.55","1,170.92","","-0.05%"
2014-12-28,1189.18,"1,195.83","1,210.40","1,168.75","","-0.52%"
2015-01-04,1223.4,"1,189.34","1,224.00","1,183.45","","2.88%"
2015-01-11,1280.3,"1,223.11","1,281.99","1,218.66","","4.65%"
2015-01-18,1294.55,"1,279.70","1,306.60","1,272.25","","1.11%"
2015-01-25,1283.55,"1,294.04","1,299.51","1,252.61","","-0.85%"
2015-02-01,1233.72,"1,281.56","1,285.60","1,228.75","","-3.88%"
2015-02-08,1229.7,"1,234.93","1,246.30","1,216.95","","-0.33%"
2015-02-15,1202.39,"1,228.68","1,236.99","1,198.05","","-2.22%"
2015-02-22,1213.15,"1,201.99","1,220.60","1,191.51","","0.89%"
2015-03-01,1167.21,"1,213.89","1,223.69","1,163.94","","-3.79%"
2015-03-08,1159.48,"1,168.65","1,176.15","1,147.85","","-0.66%"
2015-03-15,1182.68,"1,158.24","1,188.30","1,143.36","","2.00%"
2015-03-22,1199.3,"1,185.86","1,219.90","1,179.35","","1.41%"
2015-03-29,1210.9,"1,199.10","1,212.74","1,178.80","","0.97%"
2015-04-05,1208.05,"1,215.63","1,224.50","1,192.70","","-0.24%"
2015-04-12,1204.65,"1,207.30","1,209.75","1,184.18","","-0.28%"
2015-04-19,1179.38,"1,205.01","1,209.51","1,175.24","","-2.10%"
2015-04-26,1178.5,"1,179.71","1,215.40","1,170.60","","-0.07%"
2015-05-03,1188.15,"1,179.00","1,200.10","1,177.93","","0.82%"
2015-05-10,1223.85,"1,189.20","1,227.79","1,179.75","","3.00%"
2015-05-17,1206.38,"1,223.30","1,232.70","1,201.70","","-1.43%"
2015-05-24,1190.5,"1,205.50","1,209.35","1,181.30","","-1.32%"
2015-05-31,1172,"1,191.25","1,205.06","1,163.10","","-1.55%"
2015-06-07,1180.8,"1,169.45","1,192.60","1,169.20","","0.75%"
2015-06-14,1200.51,"1,181.75","1,206.25","1,173.27","","1.67%"
2015-06-21,1175.07,"1,200.35","1,201.24","1,168.74","","-2.12%"
2015-06-28,1167.94,"1,185.06","1,187.41","1,157.35","","-0.61%"
2015-07-05,1163.96,"1,173.20","1,175.10","1,147.15","","-0.34%"
2015-07-12,1134.1,"1,163.40","1,164.70","1,131.20","","-2.57%"
2015-07-19,1099.1,"1,133.70","1,133.70","1,077.75","","-3.09%"
2015-07-26,1095.65,"1,099.40","1,105.15","1,079.75","","-0.31%"
2015-08-02,1094.2,"1,095.26","1,099.90","1,081.00","","-0.13%"
2015-08-09,1114.11,"1,094.40","1,126.71","1,089.81","","1.82%"
2015-08-16,1161.05,"1,114.35","1,168.80","1,109.55","","4.21%"
2015-08-23,1133.96,"1,162.35","1,167.90","1,117.75","","-2.33%"
2015-08-30,1123,"1,133.25","1,147.56","1,117.15","","-0.97%"
2015-09-06,1107.9,"1,123.25","1,126.80","1,098.75","","-1.34%"
2015-09-13,1139.4,"1,107.80","1,141.90","1,102.91","","2.84%"
2015-09-20,1146.24,"1,139.59","1,156.68","1,121.37","","0.60%"
2015-09-27,1138.14,"1,145.80","1,148.30","1,104.52","","-0.71%"
2015-10-04,1157.53,"1,137.96","1,160.20","1,129.98","","1.70%"
2015-10-11,1177.2,"1,155.61","1,190.93","1,151.46","","1.70%"
2015-10-18,1164.26,"1,176.24","1,180.70","1,159.16","","-1.10%"
2015-10-25,1142.38,"1,164.42","1,182.88","1,139.48","","-1.88%"
2015-11-01,1088.64,"1,141.47","1,142.99","1,085.29","","-4.70%"
2015-11-08,1083.64,"1,089.94","1,095.88","1,074.64","","-0.46%"
2015-11-15,1078.1,"1,088.14","1,098.29","1,065.34","","-0.51%"
2015-11-22,1058.81,"1,077.01","1,080.91","1,052.86","","-1.79%"
2015-11-29,1086.99,"1,057.79","1,089.09","1,046.24","","2.66%"
2015-12-06,1074.89,"1,085.99","1,086.98","1,062.38","","-1.11%"
2015-12-13,1066.19,"1,073.78","1,078.59","1,047.63","","-0.81%"
2015-12-20,1075.88,"1,065.93","1,081.88","1,063.88","","0.91%"
2015-12-27,1060.74,"1,076.10","1,077.25","1,058.50","","-1.41%"
2016-01-03,1104.24,"1,065.36","1,112.40","1,061.90","","4.10%"
2016-01-10,1089.1,"1,104.17","1,108.49","1,071.38","","-1.37%"
2016-01-17,1098.3,"1,089.60","1,109.59","1,082.93","","0.84%"
2016-01-24,1118.04,"1,097.86","1,128.20","1,097.36","","1.80%"
2016-01-31,1173.69,"1,117.90","1,174.90","1,116.26","","4.98%"
2016-02-07,1238.05,"1,170.89","1,260.98","1,164.09","","5.48%"
2016-02-14,1228.19,"1,232.55","1,239.88","1,190.79","","-0.80%"
2016-02-21,1222.6,"1,226.13","1,253.30","1,202.02","","-0.46%"
2016-02-28,1259.44,"1,222.73","1,279.98","1,217.98","","3.01%"
2016-03-06,1248.44,"1,259.48","1,282.89","1,237.44","","-0.87%"
2016-03-13,1255.3,"1,251.32","1,271.61","1,226.41","","0.55%"
2016-03-20,1216.47,"1,254.62","1,259.97","1,212.58","","-3.09%"
2016-03-27,1222.49,"1,214.49","1,243.29","1,208.54","","0.49%"
2016-04-03,1240.39,"1,219.98","1,243.88","1,214.34","","1.46%"
2016-04-10,1234.05,"1,239.78","1,262.98","1,223.79","","-0.51%"
2016-04-17,1232.3,"1,234.09","1,270.48","1,227.35","","-0.14%"
2016-04-24,1293.74,"1,232.09","1,296.49","1,230.09","","4.99%"
2016-05-01,1288.7,"1,293.71","1,304.00","1,269.26","","-0.39%"
2016-05-08,1273.6,"1,284.95","1,288.00","1,257.65","","-1.17%"
2016-05-15,1252.3,"1,272.49","1,288.59","1,244.38","","-1.67%"
2016-05-22,1212.4,"1,250.91","1,255.86","1,206.70","","-3.19%"
2016-05-29,1244.49,"1,213.41","1,244.91","1,200.01","","2.65%"
2016-06-05,1274.2,"1,242.80","1,278.10","1,234.85","","2.39%"
2016-06-12,1298.6,"1,274.04","1,315.93","1,272.68","","1.91%"
2016-06-19,1315.98,"1,285.90","1,358.70","1,251.66","","1.34%"
2016-06-26,1342.3,"1,326.24","1,344.60","1,305.62","","2.00%"
2016-07-03,1366.8,"1,342.60","1,375.31","1,336.08","","1.83%"
2016-07-10,1337.85,"1,368.71","1,375.11","1,320.22","","-2.12%"
2016-07-17,1322.38,"1,332.79","1,336.28","1,310.93","","-1.16%"
2016-07-24,1350.91,"1,322.50","1,355.42","1,312.35","","2.16%"
2016-07-31,1335.8,"1,350.22","1,368.03","1,334.87","","-1.12%"
2016-08-07,1336.19,"1,335.37","1,357.65","1,330.03","","0.03%"
2016-08-14,1341.78,"1,338.19","1,358.57","1,336.07","","0.42%"
2016-08-21,1321.33,"1,340.56","1,345.18","1,317.94","","-1.52%"
2016-08-28,1325.01,"1,320.42","1,329.09","1,302.27","","0.28%"
2016-09-04,1328.15,"1,324.13","1,353.11","1,322.02","","0.24%"
2016-09-11,1310.43,"1,328.18","1,332.56","1,306.62","","-1.33%"
2016-09-18,1337.61,"1,310.99","1,344.04","1,308.60","","2.07%"
2016-09-25,1315.96,"1,336.82","1,342.21","1,312.83","","-1.62%"
2016-10-02,1256.97,"1,318.22","1,320.09","1,241.68","","-4.48%"
2016-10-09,1250.55,"1,257.58","1,265.46","1,247.51","","-0.51%"
2016-10-16,1266.75,"1,250.25","1,274.32","1,250.25","","1.30%"
2016-10-23,1276.3,"1,266.21","1,284.53","1,260.75","","0.75%"
2016-10-30,1304.25,"1,278.41","1,308.26","1,271.29","","2.19%"
2016-11-06,1225.68,"1,291.61","1,337.50","1,219.50","","-6.02%"
2016-11-13,1208.69,"1,227.89","1,233.45","1,203.90","","-1.39%"
2016-11-20,1183.63,"1,208.46","1,221.81","1,171.96","","-2.07%"
2016-11-27,1176.92,"1,183.08","1,197.58","1,160.42","","-0.57%"
2016-12-04,1157.87,"1,182.84","1,187.83","1,156.17","","-1.62%"
2016-12-11,1134.09,"1,159.02","1,165.86","1,122.45","","-2.05%"
2016-12-18,1133.49,"1,134.35","1,142.70","1,125.62","","-0.05%"
2016-12-25,1151.85,"1,133.94","1,163.53","1,131.73","","1.62%"
2017-01-01,1172.81,"1,150.80","1,184.99","1,145.77","","1.82%"
2017-01-08,1197.66,"1,172.93","1,207.38","1,172.18","","2.12%"
2017-01-15,1209.96,"1,200.57","1,219.04","1,195.87","","1.03%"
2017-01-22,1191.6,"1,209.71","1,219.97","1,181.04","","-1.52%"
2017-01-29,1219.88,"1,192.54","1,225.38","1,187.85","","2.37%"
2017-02-05,1234.12,"1,219.67","1,244.78","1,219.01","","1.17%"
